Order,,,common name ,species,,,placenta_invasiveness,,interdigitation_placenta,,,,,,
Rodentia,,,Wyoming ground squirrel ,Spermophilus elegans,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D104,
Rodentia,,,Franklin's ground squirrel ,Spermophilus franklinii,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D103,
Rodentia,,,Richardson's ground squirrel,Spermophilus richardsonii,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D102,
Rodentia,,,thirteen-lined ground squirrel ,Spermophilus tridecemlineatus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D101,
Rodentia,Erethizontidae,Sphiggurus,Paraguaian hairy dwarf porcupine,Sphiggurus villosus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,,,yellow-pine chipmunk,Tamias amoenus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D100,
Rodentia,,,Colorado chipmunk,Tamias quadrivittatus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D99,
Rodentia,Sciuridae,Tamias, eastern chipmunk,Tamias striatus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,Sciuridae,Tamiasciurus,American red squirrel,Tamiasciurus hudsonicus,polygynous,2,hemo,1,Labyrinthine,1,solitary,1,HemoLab,,
Rodentia,,,Botta's pocket gopher ,Thomomys bottae,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D60,
Rodentia,Sciuridae,Urocitellus,Columbian ground squirrel,Urocitellus columbianus,polygynous,2,hemo,1,Labyrinthine,1,male,2,HemoLab,,
Rodentia,Sciuridae,Urocitellus, southern Idaho ground squirrel,Urocitellus endemicus,no data,,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Rodentia,Sciuridae,Urocitellus,Richardson's ground squirrel,Urocitellus richardsonii,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Rodentia,,,Cape ground squirrel,Xerus inauris,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D98,
Rodentia,,,meadow jumping mouse,Zapus hudsonius,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D52,
Scandentia,Tupaiidae,Anathana,Madras treeshrew,Anathana ellioti,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Scandentia,,,northern smooth-tailed treeshrew,Dendrogale murina,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D133,
Scandentia,Tupaiidae,Tupaia,northern treeshrew,Tupaia belangeri,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Scandentia,Tupaiidae,Anathana,common treeshrew,Tupaia glis,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Scandentia,,,slender treeshrew,Tupaia gracilis,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D132,
Scandentia,,,Horsfield's treeshrew,Tupaia javanica,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D131,
Scandentia,,,long-footed treeshrew,Tupaia longipes,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D130,
Scandentia,Tupaiidae,Tupaia,pygmy treeshrew ,Tupaia minor,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Scandentia,,,mountain treeshrew ,Tupaia montana,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D129,
Scandentia,,,Palawan treeshrew,Tupaia palawanensis,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D128,
Scandentia,,, painted treeshrew,Tupaia picta,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D127,
Scandentia,Tupaiidae,Tupaia, large treeshrew,Tupaia tana,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ar.1091320403,
Scandentia,,, Mindanao treeshrew,Urogale everetti,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D126,
Sirenia,,,Amazonian manatee ,Trichechus inunguis,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D125,
Sirenia,Trichechidae,Trichechus,West Indian manatee,Trichechus manatus,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,https://www.semanticscholar.org/paper/Placentation-in-the-Amazonian-manatee-(Trichechus-Carter-Miglino/9dc0558666ba7e53bdf3908a3a907ee06524bca1,
Therapsida,Hippopotamidae,Hippopotamus,hippopotamus,Hippopotamus amphibius,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Tubulidentata,Orycteropodidae,Orycteropus,aardvark,Orycteropus afer,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,http://placentation.ucsd.edu/aard.html,
